tweet_id,created_at,user,text,hashtags,user_mentions,in_reply_to_screen_name,retweeted_status,is_quote_status,retweet_count,favorite_count,quote_count,reply_count
1235410338964582401,Thu Mar 05 03:42:32 +0000 2020,BadFazil,@BlakeHarrisTBLA And somehow #Astros fans think that twas Normal for him to throw 50+ breaking balls in game 5 and… https://t.co/AhXoTEG570,['Astros'],['BlakeHarrisTBLA'],BlakeHarrisTBLA,False,False,0,12,0,0
1235409758347079683,Thu Mar 05 03:40:13 +0000 2020,waterfield7LA,@JFDL @Stros_B4_Hoes_ @EWOKinLA Don’t you worry. I am not stopping. Already have been blocked by your other trashy… https://t.co/VAE7sgYUzu,[],"['JFDL', 'Stros_B4_Hoes_', 'EWOKinLA']",JFDL,False,False,0,0,0,0
1235407749535522816,Thu Mar 05 03:32:14 +0000 2020,waterfield7LA,@JFDL @Stros_B4_Hoes_ @EWOKinLA How many times have I told you that I’m trolling Trashtros fans? It brings me great… https://t.co/oJHECG4fU9,[],"['JFDL', 'Stros_B4_Hoes_', 'EWOKinLA']",JFDL,False,False,0,0,0,0
1235405350821494784,Thu Mar 05 03:22:43 +0000 2020,waterfield7LA,"@JFDL @Stros_B4_Hoes_ @EWOKinLA Cheers, Trashtros fan. Your team cheated and your title is forever tainted.… https://t.co/ekaozgxq5c",[],"['JFDL', 'Stros_B4_Hoes_', 'EWOKinLA']",JFDL,False,False,0,1,0,0
1235402172734431235,Thu Mar 05 03:10:05 +0000 2020,zonejim,Hey Cheaters: @Ryan34Nolan is a true competitor! And BTW @Astros owner/ crook #jimcrane screwed over Nolan and his… https://t.co/mgqCu2wsFE,['jimcrane'],"['Ryan34Nolan', 'astros']",,False,True,0,1,0,0
1235392859940859904,Thu Mar 05 02:33:04 +0000 2020,HoustonAsteris5,@astros When are your players giving up their rings and ill-begotten rewards?  @astros @MLB #AstrosCheatingScandal… https://t.co/hiawplZaCJ,['AstrosCheatingScandal'],"['astros', 'astros', 'MLB']",astros,False,False,0,1,0,0
1235390851100086277,Thu Mar 05 02:25:06 +0000 2020,royalprince22,"If you had a choice of which classic baseball stadium to visit first, which would it be? #RedSox #Cubs  #AstrosCheated","['RedSox', 'Cubs', 'AstrosCheated']",[],,False,False,0,1,0,0
1235385378313400320,Thu Mar 05 02:03:21 +0000 2020,waterfield7LA,"@Stros_B4_Hoes_ @JFDL @EWOKinLA Get of my high horse. Hahaha. Get a grip, dude. Your trash team stole signs and eve… https://t.co/1RatIaZbTA",[],"['Stros_B4_Hoes_', 'JFDL', 'EWOKinLA']",waterfield7LA,False,False,0,1,0,0
1235385041649192960,Thu Mar 05 02:02:00 +0000 2020,waterfield7LA,@Stros_B4_Hoes_ @JFDL @EWOKinLA Trashtros were found guilty of it. There is no getting around it. #AstrosCheated… https://t.co/KC4oqezr5T,['AstrosCheated'],"['Stros_B4_Hoes_', 'JFDL', 'EWOKinLA']",Stros_B4_Hoes_,False,False,0,0,0,0
1235384819246235648,Thu Mar 05 02:01:07 +0000 2020,waterfield7LA,"@Stros_B4_Hoes_ @JFDL @EWOKinLA Video transmission, banging trash cans, algorithms, and buzzers. #TaintedTitle… https://t.co/oUts8ptEJN",['TaintedTitle'],"['Stros_B4_Hoes_', 'JFDL', 'EWOKinLA']",Stros_B4_Hoes_,False,False,0,1,0,0
1235370194161340416,Thu Mar 05 01:03:01 +0000 2020,bombero1394,Always wanted to catch a #Yankees  ⚾️!!!  #mlb #baseball #AstrosCheat #astroscheated https://t.co/u3f37c16K6,"['Yankees', 'mlb', 'baseball', 'AstrosCheat', 'astroscheated']",[],,False,False,0,0,0,0
1235368354468290561,Thu Mar 05 00:55:42 +0000 2020,CreepnSteve,"Rob Manfred 
#astroscheated 

https://t.co/r4lO40ZtPO",['astroscheated'],[],,False,False,0,0,0,0
